Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;;
A2KR372GZW00MJ;972683275;Mike;[0, 0];It is a good value, but is not top notch quality. If you extend both arms in the same direction, the TV (30 inch) tilts. However if the arm goes right, then left, the play in the hinges offset each other and it works great.;4.0;Good value;1386547200;12 9, 2013;;
A2KUEGMSLHUNNP;972683275;Mark G;[0, 0];Bought this mount for a 32inch Panasonic LED TV. The mount may look cheap, but I found it to be extremely sturdy and a great buy for the price. I strongly recommend it to everyone.;5.0;Great buy;1353974400;11 27, 2012;;
A2LDAK4G15UOQ6;972683275;Candace;[0, 0];Sturdy and easy to install. It's a little stiff in its movement but it is nicely adjustable and gets the TV out of the way and up against the wall when desired.;4.0;TV Wall Mount;1354147200;11 29, 2012;;
A2LGSB9LFRS1GX;972683275;Westnileinmyhouse;[0, 0];Unit came with all sorts of screws for any type setup. Quality was better then expected, well made and sturdy.;5.0;Better than expected;1339027200;06 7, 2012;;
A2LKVJ3HM9FKUE;972683275;book;[0, 0];I like long arm and it work great I recommon get long arm instead of short which I had and long arm was better;5.0;I like long arm and it work great I recommon get ...;1404604800;07 6, 2014;;
A2LME30OB5OHTN;972683275;Jwalsh62;[0, 0];Quick and easy installation - very solid product. Very pleased with this purchase.When in need of this type mount again I will certainly purchase this brand/model again.Great price on Amazon makes it very easy.;5.0;Quick and Easy - very solid;1335484800;04 27, 2012;;
A2LR9WP2JGDT8E;972683275;E. Coronel;[0, 2];The mount plate and the extender arms need to be screwed together and there are two holes for each arm to attach to the corner of the plate. The holes don't align so I couldn't put two screws in. I just used one screw which is not the most secure attachment. Then I used zip ties to secure the arm better. I did this because I had to install the tv ASAP and could not wait for a replacement. Also, the mounting bracket that attaches to the wall has a larger screw hole on the bottom. This means that the bottom can wiggle and the bracket will be misaligned. Again, I did a quick fix. I gave this 2 stars and not 1 because it actually stayed up on the wall and is now holding my tv, albeit due to my own ingenuity and not the quality of the mount. I should not have to do quick fixes on a product like this.;2.0;screw holes don't align;1355702400;12 17, 2012;;
A2LSIS2A2CNLVL;972683275;Critical Review;[1, 1];"This product arrived in a timely fashion. It was boxed appropriately with adaptable arms etc. I did not use the additional arms because my 40&#34; Samsung Smart TV configuration was convenient for the existing metal plate holes. Because I have used many arms for a majority of all my TV's, I can safely say this was a standard and sturdy easy to install arm. I would not use this arm for a 55&#34; TV even though it says it can accomodate it. The reason for this is because you cannot compensate for the inevitable sag or pull on the metal components. Also if you plan on a consistent manipulation of the arm in a back and forth adjustment- to which it is designed; than choosing the right arm and compatable television is a must!";4.0;"Good Fit for 40\Samsung Smart TV!""";1369872000;05 30, 2013;;
A2LTW5O60G852G;972683275;Kim Withers;[0, 0];We have this in our living room and it displays our flat screen beautifully, I can't believe we waited to long to get one!;5.0;I highly recommend this product for it's values and quality.;1384387200;11 14, 2013;;
A2LVJDTDXIIY84;972683275;Nathan;[1, 10];"So you're going through all the possible wall mounts for sale, and you after you've noticed that most of them are north of $50, and many are selling for $80, $100, or more, then you start thinking about this unit.The hope is that you'll spend something around twenty bucks on a device built in China (I believe), and use it to secure your flat panel television (your sweet baby) to the wall. Your television probably cost you several hundred dollars, so entrusting it to this wall mount is a big leap of faith.I received mine about three weeks ago, and since I'm not handy, I had my buddy help me. You better be ready to drill, because you're going to be mounting it into the wall with multiple screws/brackets. You have to know how to find the stud in your drywall...It took my friend and I about forty-five minutes to install the unit.Included with the wall mount is a tool, some sort of wrench you will need, but it was so poorly constructed that we wore it away so badly in the first few minutes that it no longer turned the included screws.So far, for the last month, the wall mount has held my 32\ television (which falls within the allotted weight) up to the wall. There are two caveats: firstly, I NEVER pull it out, articulate it, turn it... nothing. I don't trust the wall mount enough to do anything but leave the television flush against the wall. Secondly, make sure you have a level with you, not just for installation, but pretty much for the life of the wall mount so you can make sure your television is level from time to time, in case you bump it or move it ever so slightly.Well, that's all there is to say. Good luck to you.""";2.0;VideoSecu Wall Mount Review;1291507200;12 5, 2010;;
A2M3CN7OC6ADPG;972683275;Nichole;[0, 0];This is a Great Wall mount and especially for the cost!  I've ordered a second one to hang another tv. I would definitely recommend!;5.0;Great !;1360108800;02 6, 2013;;
A2MBXZ1XGBUFA;972683275;cathy halter;[0, 0];"Put a 40&#34; TV on this outside, works GREAT! Easy to attach and moves easily! Would definitely recommend this to anyone!";5.0;Great!;1395014400;03 17, 2014;;
A2MJNFUQS2FG92;972683275;daniel petree;[0, 0];this is a very high quality mount . very well built with high grade steel. works great for a corner mount on my 32 inch flat screen.;5.0;mount;1355616000;12 16, 2012;;
A2ML1ZBZ75I058;972683275;"Parrot Queen \BIRDLADY\""""";[0, 0];We used to have a larger TV that sat on a shelf in our 5th wheel. It had fallen a few times, when we forgot to place it on the floor before driving. My husband uses our trailer for staying on site at his job. We ended up buying a small flat screen TV and this mount is so great, it swivels so we can view it anywhere in our trailer. When we travel, no need to put the TV on the floor. all we do is secure it to the wall by putting a bungie around the TV and the mount and we're ready to roll. Thank you;5.0;BEST accessory for our RV;1359590400;01 31, 2013;;
A2MLE5H35UXP2Q;972683275;Rc;[0, 0];The mount itself seems well constructed.  I was hesitant about having only one brace against the wall to support a 40 inch tv but it seems to work.The only downside is that the beam above my fireplace is centered on the wall and to the fireplace... when the arm is completely folded and the tv is as close to the wall as possible, the arm does not line up with the mount.  The center point of the tv is not inline to where the mount is screwed into the wall, SO my tv is off centered.-Mount is screwed into beam, centered. When arm is retracted or folded fully to keep the tv against the wall, the tv center is off, it is next to the mount against the wall.Hope this makes sense.Other than that it works;4.0;Good mount but off center from arm;1359676800;02 1, 2013;;
A2MQ47BBL7F6B6;972683275;Corey Vena;[3, 3];I used this mount for an LG 32 inch LCD so it only needed to hold 30lbs which it is doing no problem.  I am only able to screw in two of the four screws to the back, but it seems to work just fine.  I saw in the other reviews complaints about the bolts and the need to make sure you mount the unit level as it does not adjust to compensate in that manor.  I think they must have addressed these problems because the bolts provided are sturdy and the tv has some play to compensate for any mistakes in mounting.;5.0;Great unit especially for the price.;1267747200;03 5, 2010;;
A2MZYIGRUMSJKH;972683275;Matt;[0, 0];"I do some adjust for a  sony 40&#34; TV I'm happy I recommend to my friends also good price and fast service good qualitythanks..";4.0;good product;1365379200;04 8, 2013;;
A2N7FW352FF8AQ;972683275;Laura Nobach;[0, 0];"I was looking for an articulating wall mount arm for a 32\ LCD that would mount near the corner of a wall.  Because of the TV's location I wanted something that would provide flexability and movement for optimal viewing angles.  I looked at several brands but for the price I was leaning toward the VideoSecu mount. The product description says it will hold a screen up to 37\"" so this should be no problem.I would not recommend this for someone who needs to move a large screen very often because the mount becomes stiff at the various joints under the weight of the TV. If you are looking for something you can set in one place (or periodically move) that offers more flexability than a traditional wall mount, this is an awesome product for the price.If I had it to do over again, I'd buy the same mount...""";5.0;"VideoSecu Articulating Wall Mount for 37\ TV""";1301875200;04 4, 2011;;
A2NBPI1022XD6X;972683275;Michael P. McCormick;[0, 0];This mount was the most inexpensive one I found on the internet or elsewhere.  It was easy to install.  It performs everything we wanted out of a mount.  It is sturdily made not cheaply made.  Great product!;5.0;Most inexpensive but performs everything desired;1355788800;12 18, 2012;;
A2NBPR4M3MFKKI;972683275;J. M. SALES;[0, 0];Received it very fast and onlyn took me less than a hour to install. Just make sure you make sure it's mounted to a stud.;4.0;good buy;1352764800;11 13, 2012;;
A2NJJGX3EMM4KB;972683275;Brigette L Modglin;[0, 0];This was just what I was looking for.  It fit my TV perfectly and installation was very simple.  5 stars all the way!;5.0;Great Product...no complaints here...;1373068800;07 6, 2013;;
A2NOHYNZCZ2NW4;972683275;Greger;[0, 0];This is a very good wall mount , easy to put up and very durable.and the swing arm is great for adjustments.;5.0;very good product;1392076800;02 11, 2014;;
A2NOXTG05AHVB3;972683275;microtute;[0, 0];"My students and I used to huddle around laptops to discuss projects. Now I have a 47&#34; TV for display and this mount makes it possible to put it on any wall and swivel it in any direction depending on how many people need to see the screen. Really stable, no wiggling";5.0;Great for office;1372377600;06 28, 2013;;
A2O74NNJK37DCS;972683275;RICH;[0, 0];love it. i can position my 40 inch any way to my liking. no dislikes. Assembly is fairly easy if you have all the tools;4.0;great product;1388448000;12 31, 2013;;
A2OEVTBSZTURWZ;972683275;Jon Denenberg;[0, 0];"I had a tough installation and this proved to be the best and most affordable solution. I needed some reach for my tv, and it was really easy to install. The way it is engineered allows for a flexible install for a tv. I love it so much I am about to buy a 2nd one. my first tv was a 46&#34; Samsung LED. I am about to buy my second for a 32&#34; Samsung Smart LED.";5.0;flexible installation options and easy to install.;1385942400;12 2, 2013;;
A2OGRLHZZWF411;972683275;John A Frazier;[0, 0];After buying a couple that didn't match up to the screw holes on the back, I decided to take my search to Amazon.  After searching for my tv, I found this one.  I found it especially useful that Amazon had a picture on the website with the measurements between the screw holes.  I could easily measure the holes in the back of my tv, before I even bought it.  Installation was very simple with easy to follow instructions.  I've had it up for 2 weeks now, and it's peforming flawlessly.;5.0;Easier to install than you would think;1341878400;07 10, 2012;;
A2OGXHE7PVLTOE;972683275;D. Wallas;[0, 0];Don't have anything to really complain about.  EXCEPT there doesn't seem to be a way, or i'm missing it to tilt the TV up or down (ie. mounted high on the wall and pointed down towards the chair).  and i am quite savvy with tools/assembly/etc. And it is difficult to get to the bolt heads on the back of the TV to adjust the angle.  No reason to not buy it though.;4.0;no problems with it.  works as intended.;1324080000;12 17, 2011;;
A2OPII43CSE742;972683275;"Seth C. Oranburg \GuyFromSFL\""""";[0, 0];"For $25 you can get a wall mount that is every bit as good as a $150 unit from BestBuy.  Sturdy, attractive TV mount also includes a free HDMI cable--which can cost $25-35 at a place like RadioShack!  Is was easy to mount--please note you must have a stud in your wall and pre-drill pilot holes--if you are handy.  The enclosed level was a nice bonus.  It fits all the standard-size TVs I am considering, and it seems sturdy under the load from my aged 27\ TV w/ built in DVD.""";5.0;Unbeatable for the price;1320883200;11 10, 2011;;
A2OT9JAC4HOSEG;972683275;robert a crnic;[0, 0];this mount was not only the best price for a dynamic TV mount, but it is built with strength and longevity in mind. The angles described are true to form, allowing me full control of the 180 degree yaw, and 15-degree tilt flat-screen TV.  the instructions were very simple to follow, and once mounted to the stud, has demonstrated stability and agility in the control of my TV and its A/V inputs thereof. having this mount, and trusting it, has drastically improved my quality of life with respect to using this television, and nullified any further need for another monitor or TV in its location because of how versatile the mount has allowed the TV to be. a perfect buy, and i'd recommend this to everyone with a TV that has these mounting specs.;5.0;"Exactly as described, perfect device for positioning my 32&#34;";1354060800;11 28, 2012;;
A2PARH1DUDLWHT;972683275;Ray;[0, 0];"the right tool to extend my 23\ all-in-one computer a few inches from me in the bedroom to cruise the internet or watch tv . what can I say , it works just how I wanted . A recommended product for sure , was easy to put up .""";5.0;Extension of enjoyment;1351987200;11 4, 2012;;
A2PCG95PZLF92Q;972683275;don lunsford;[0, 1];tv was ok but dont like the display, too small to see and sound is not great. everything else was great;5.0;very happy overall;1356566400;12 27, 2012;;
A2PXRAO5C1XTLW;972683275;Steve L;[0, 0];This is the second time I purchased one of these brackets.  It's solid and easy to install.  The included hardware allows for many TV mounting options.;5.0;Reliable;1329868800;02 22, 2012;;
A2Q2FQ4X99I9HN;972683275;Maurice Kelly Jr.;[0, 0];"Ordered this for a 26\ Flat Screen used in the bedroom...Overall it is a decent mount...It is a bit difficult to adjust and does not move as freely I would have thought...but it does work and it does cost less than many of the brackets...overall a good value...""";4.0;Flat Screen Bracket;1295395200;01 19, 2011;;
A2Q6I168BPOUSM;972683275;nicholas allen;[0, 0];I bought this when I moved and I love that my TV is mounted.  This mounting bracket is perfect my TV and it moves so many ways.;5.0;Amazing!;1395705600;03 25, 2014;;
A2Q9HI52XRHPYB;972683275;Happy Customer;[0, 0];This item is stable, neat, and easy to install. The black finish paint has no flaws, it like a matte black, so it kind of blends with any television with a black back console. Not stick out all shiny like.;5.0;Perfect;1364083200;03 24, 2013;;
A2QAPBQOLC5MPM;972683275;ken;[0, 0];The absolute best TV Mount on the market.  And for the price its like Christmas! Angles your tv in any position and is also super easy to install!!;5.0;THE BEST;1403395200;06 22, 2014;;
A2QB7E7X3RURZ2;972683275;connie;[0, 0];It was not too hard to put up. That was nice but its a little hard to swing and very hard to tilt it.;3.0;not too bad;1348185600;09 21, 2012;;
A2QBJEHKTD7R6O;972683275;Nathan;[0, 0];its a little flimsy and not the easiest to put together, for the price it works.  But for the quality i'd go with Cheetah.;3.0;difficult mount;1377734400;08 29, 2013;;
A2QDYDMCPU68U5;972683275;Carol A Clinger;[0, 0];"One of the easiest TV mounts to install.  This works on several standard TV mounting patterns and has a &#34;quick release&#34; to put on or take off the TV.  Well worth the money!";5.0;Great easy to install mount;1385078400;11 22, 2013;;
A2QG84ZEFKUISL;972683275;"Colleen Ruch \Colleen Ruch\""""";[0, 0];Awesome price and works fantastic! Easy to install and fit my 55 inch samsung smart tv perfectly. Glad i found this one before i bought one twice as much in a store!;5.0;Great;1382054400;10 18, 2013;;
A2QVJ0IB5X7I3S;972683275;jtomindiana;[0, 0];"ASIN:0972683275 VideoSecu Articulating LCD LED TV Wall Mount for 22\ to 37\"" Flat Screen with VESA 100 200 Mount Pattern 1XE]]  this wall unit was very easy to install, has all the hardware needed, and does an excellent job of allowing you to maneuver your TV to any position you want, also the price was unbelivable.  we mounted it on a wall that has about a six inch offset, with the unit having the maneuability that it has it was exactly what we needed. our TV is a 32\"" Toshiba Flat Screen.  if you need a mount for your flat screen TV and it is not over 50 lbs i can highly recommend this unit.""";5.0;excellent product / good price;1293753600;12 31, 2010;;
A2QXA14SNZTF65;972683275;VeryCritical;[0, 0];The wall mount is well made. Strong parts. Good size bolts to mount to the wall. Price is the best out there for the quality of the product, that is not to say it is of cheap quality. The quality is as good as the ones selling for between $50 and $150.I would highly recommend this wall mount to any one mounting a TV or PC monitor weighing less than the limit it lists (55 lbs I believe).http://www.amazon.com/gp/product/0972683275/ref=cm_cr_rev_prod_title;5.0;Well designed and great price;1338076800;05 27, 2012;;
A2R8ZQ9VJUBTQR;972683275;pzero;[0, 0];Installation went well, instructions were clear and had more than enough hardware to complete the job.  Of course you will need a helping hand when putting something like this up on a wall, but overall it was easy.;5.0;videosecu;1336694400;05 11, 2012;;
A2RE73VUCARNE0;972683275;Ramon Pereyra;[0, 0];This product is user friendly and versatile.It is easy to install and comes with everything needed for installation.Adding bidding could drill and bit;5.0;Very good;1361750400;02 25, 2013;;
A2RELVDY2PSZHD;972683275;JCC;[0, 0];This mount is perfect for my needs. Some may think that it's a little stiff, but after moving it around for a while it should loosen up. Overall happy :);5.0;Good mount;1350086400;10 13, 2012;;
A2RHDVCXQVFFXM;972683275;Deborah Guy;[0, 0];Sturdy easy mounting with great selection of hardware. Price was well worth it. Will be ordering for my sister and installing a 42 inch tv with it.;5.0;Great Value;1375660800;08 5, 2013;;
A2RNG3LFW5CFKX;972683275;Craig Henzel;[0, 0];Very easy to mount and hang the tv.  The mount is very versatile to accommodate many sizes should the need arise.;5.0;Great Mount!;1361750400;02 25, 2013;;
A2RU0H9MD4IH5M;972683275;Light;[0, 1];Got my TV mounted with this above my PC and its been on the wall for a year now. No problems with it holds the TV well and its study. Way cheaper than store bought and its perfect for what I got i got a 37 inch HDTV;5.0;Great Wall Mount;1367107200;04 28, 2013;;
A2RUN82QPU60PN;972683275;Jimbo;[0, 1];"My flat screem computer monitor is very light and didn't need such a heavy duty mount.  The product is fine and would work for monitors much larger and heavier than my 20&#34; LED";3.0;Much heavier than I expected;1362700800;03 8, 2013;;
A2RX1JTBIIB4T7;972683275;Mary;[0, 0];We recently mounted a tv in our boys room but the arm was too short so we were only able to mount a smack tv. My husband was in search for a tv mount with a longer arm so we can get a bigger tv. He came across this and were glad we purchased it. It works well for a corner mount, the arm is more than long enough for our purpose.;5.0;Sufficient arm length, and not too expensive.;1390262400;01 21, 2014;;
A2S089YNV6Y2D1;972683275;Derek;[1, 1];This thing is great for the price. The most important thing for me is that it feels very sturdy. I can't see my TV falling off the wall with this. It comes with a lot of extra bolts and spacers to make sure it works with all TVs. It does feel pretty stiff and can be hard to move the TV around.;4.0;Sturdy;1384214400;11 12, 2013;;
A2S2IJJLGCXTAD;972683275;Michael E. Nicholson;[0, 0];"I received it, opened it, installed wall portion, installed back plate on 32\ Sony TV, and mounted on wall without issue - very solid. I then discovered I had no place to plug my power cord, dang - it's under the back plate. reversed process and this time plugged in power cord first then applied back plate - re-mounted - adjusted viewing angle - Perfect!""";5.0;I'm fine with it!;1324166400;12 18, 2011;;
A2S4X009TZ0C26;972683275;WyattC;[0, 0];"Worked great. Easy mounting and setup. 2007 Vizio 42&#34; LCD hung perfectly. It is a heavier TV, around 50lbs and it mounted up great.";5.0;"Works with 2007 Vizio 42\ LCD""";1392076800;02 11, 2014;;
A2SKYCFKIOGG19;972683275;Devon Frame;[0, 0];Love the price and Love the quality.  Super easy to install what's not to like about it. Would defiantly buy it again.;5.0;BUY IT!;1388707200;01 3, 2014;;
A2SUMK3BDIUG4Z;972683275;PORTIA COLEMAN;[0, 0];It was easy to put up. I like the way I can move it around.  Overall great product. I would recommend this to anyone.;5.0;TV wall mount;1393286400;02 25, 2014;;
A2T04D1PHW5A0H;972683275;"Viper_Bravo \Viper\""""";[0, 0];"The mount is a full on 5 Star device!  Used to mount a 42&#34; Insignia LED TV in my bed room, but I needed to be able to turn the TV 90 degrees to the wall as to be able to actually see it in bed.  This mount dose the job exceptionally well, and then folds back flat against the wall to be out of the way.";5.0;Cheap & EASY!!!;1402790400;06 15, 2014;;
A2T0H1GPPYBAVJ;972683275;spanky;[0, 0];not to bad of a deal,this was new to me, hanging a tv on the wall. i ordered this mount not paying attention to the mounting holes on my tv, well it did not fit,so before ordering this unit check where your mounting holes are, you may have to order the extentions to make it work. i love mine,and would buy another.;5.0;good deal;1328054400;02 1, 2012;;
A2T4OX8NH9LIIC;972683275;"J. Hornback \twister\""""";[0, 0];you can spend a ton of money on one of these, or you can buy this one.  hung a 32 inch tv with it with no problems.;5.0;works great;1358553600;01 19, 2013;;
A2TOUTL6Z74SMQ;972683275;mbb;[0, 0];Very solid...we mounted our flat panel in the bedroom. Like the tipping feature and love the articulating feature.We checked prices at stores, big boxes, etc. best price of all including Costco...;5.0;mbb;1305590400;05 17, 2011;;
A2TYW6QLYACPVL;972683275;Paulo749;[0, 0];Could not be happier, absolutely perfect.Clean looking solid build, beat the shat out of  my bedroom unit (payed twice as much);5.0;Great;1377388800;08 25, 2013;;
A2U0W4IQBWBAQW;972683275;shanna randall;[0, 0];Loved the wall mount. It was very simple to put together and install. Was very excited to add more space in my room.;5.0;more room;1384041600;11 10, 2013;;
A2U9XX4Q5NQBG6;972683275;LinuxKing;[0, 0];"I really like the action on this mount.  I purchased a 27&#34; monitor for my wife and this mount really frees up the desktop real estate.  I would purchase again.";5.0;Works as advertised;1393459200;02 27, 2014;;
A2UAS6OGCR8IUG;972683275;Robin;[0, 0];This was a present for myself, my son installed it, in about 25 minutes, and I couldn't be happier.  I wasn't sure this was for me as it for my bedroom, but my husband and I love it.  So easy to move the TV no matter where you are in the room.  A great buy.;5.0;Great;1356048000;12 21, 2012;;
A2UIFGA3R5IO2V;972683275;Ralph Boragine;[0, 0];I would have given this a 5 star rating, but it came without instructions and there were parts missing. The part is that once I figured it out, I didn't need the missing parts, and it works like a charm.;4.0;It deserves a 5 star!;1358035200;01 13, 2013;;
A2UKT5SQR9EI7U;972683275;Mark  Makowski;[0, 0];"Perfect fit for my 37&#34; TV. Sturdy and strong. Will hold the weight";5.0;Holds the weight;1404345600;07 3, 2014;;
A2ULCET06LOPBB;972683275;Antoni;[0, 0];Way more substantial than I thought and more than did the job as intended. Thought obviously went into how engineered. Safety an obvious by product.;5.0;Great and easy to instal;1369785600;05 29, 2013;;
A2UMQGIOIQ2ZJ9;972683275;Cow;[0, 0];Was everything I expected its sturdy, well built and it makes my tv look absolutely amazing mounted up on my wall. It's awesome thanks a lot!;5.0;Thnx;1350345600;10 16, 2012;;
A2UT34LEOXUR33;972683275;Jose Robaina;[0, 0];"Very good materials, very lightweight,  cheaper than others brands. I have a 47&#34; LG Led tv and it fit at 100%, and I'm capable of sell my tv, buy an 55&#34; and use the same mount without problems.";5.0;Very good material.;1374278400;07 20, 2013;;
A2UUNC4CW16062;972683275;Amazon Customer;[0, 0];This mount is very sturdy, assembled easily, and had all the parts to attach to the wall securely. While the monitor turns easily from side to side, I wish the adjustment for tilting the monitor up and down did not require a nut be loosened first.;3.0;Sturdy, but not as easily adjustable as I would like;1361232000;02 19, 2013;;
A2UWRQFJ9OIM9L;972683275;"C. Dhanak \Swordfish\""""";[0, 0];Excellent buy. Mounted my 36 inch samsung LED without a problem. Very easy to install. And came with all different screws to fit any kind of tv. A++;5.0;VideoSecu is a great buy.;1352851200;11 14, 2012;;
A2UZQ5I2XLQYXD;972683275;Darrel  Elgert;[0, 0];Great bracket work wonderful easy instructions and I was able to do it myself with a few tools needed for the install;5.0;Great Bracket;1361750400;02 25, 2013;;
A2V6L4KOFXSBWL;972683275;Sean;[0, 0];Before Buying this product i saw many bad negative rewievs but after i bought it was what was hoping for . I have 51 inch samsung tv and i did research my tvs wieght and hieght before buying this product . this is spectacular product i hang my tv to wall and holds it perfect . price is also good its same product as an 400 200 wal mounters any i love it .;5.0;Must Buy If You Know How To Calculate Your Tv Wieght And Height;1387324800;12 18, 2013;;
A2VEU4GLPJUFNP;972683275;Dabnis;[0, 0];"firstly, this thing is sturdy! I mean i gotta 55in sony hangin from it and even when you pull it all the way out it holds great!the only thing is the bottom 2 bars of the x shaped support stick out past the bottom of the tv and are visable. it just doesn't look exactly clean but it holds up.I think this is more of a sony tv design flaw having the mounts off center. however, I cant help but think if the x bar things could &#34;slide' to varying lengths, then fasten it would make this product 5 stars.I if you want to position it a specific way you also have to use a socket to loosen it, move it, then tighten it. its not a big deal for me becuase i dont move it often enough. its not a big deal but for the price it is great!";3.0;made of strong metal, real sturdy... as chubbs would say;1385856000;12 1, 2013;;
A2VI7SGZWA9OW1;972683275;T. Wiktor;[0, 0];When you consider the outrageous prices for mounts in stores compared to here on Amazon it's ridiculous not to buy a mount like this. Easy to set up and had all the hardware you could need this is a great deal for a good product.;5.0;Can't go wrong with a mount like this at this price.;1396224000;03 31, 2014;;
A2VN9A89NJ9TPZ;972683275;"James E. Murray \Love Fancy Gizmos\""""";[0, 0];I was lucky that I didn't need the extensions, the holes in the square plate the extensions bolt to matched up with the TV mounting holes perfectly.  That saved some installation time.  It is a very sturdy bracket.;5.0;Easy to install and works great!;1388707200;01 3, 2014;;
A2VS1A1GZT60UX;972683275;Richard;[0, 0];Very sturdy and easy to install no sagging at all with the weight of TV.  The only place for a TV in my living room is in a corner so this mount did the trick and was fairly easy to adjust. Just follow the directions. Figure out how high you want want it, locate the center of the stud, pre-drill the hole and use a ratchet to screw in the bolts. The bottom screw hole gives a bit of wiggle room to get it perfectly level. The plate for the TV side is a quick release so it's easy to get the TV on arm after it's been mounted. Everything adjusts with ease if it moves or tilts too easy or too stiff , then tighten up or loosen a bolt or two. My TV uses the VESA 400x400 screw pattern and it lined up fine.;5.0;"It was perfect for my 46\ 38lb LED TV""";1388620800;01 2, 2014;;
A2W75LE521OOTH;972683275;Jim;[0, 0];"The mount I purchased is great. It is designed for TV's 32&#34; and under. The link here, and image are not correct. But, I really thought the mount was build well, was easy to install, and the price was fantastic.";5.0;Great product, but review and image not linked to the unit I purchased.;1355875200;12 19, 2012;;
A2WAXINV2ODKUQ;972683275;"A. Dalangin \Angeleyes\""""";[0, 0];"I bought several based on the reviews and all positive are right on the money. The products lives up to its description and most of all capacity. I mounted my 55\ and it was breeze and the product held it as if it was a 32\"". I did not have a problem with the tilt as the other reviews mentioned. The manufacturer must have corrected it. I just hand tightened the screws and no  tilting issue experienced. I will buy again if I need more. Great product.""";5.0;Good buy;1373846400;07 15, 2013;;
A2WFT646E4IYNK;972683275;Julie;[1, 1];VERY CONVENIENT for the tv AND STURDY CONSTRUCTION. GREAT BUY! Would definitely recommend buying this product! EASY TO INSTALL ALSO!;5.0;WORKS GREAT...very sturdy;1358985600;01 24, 2013;;
A2WH3Y3YZVTHY2;972683275;Robert;[0, 0];"I'm using this with my 32\ tv and I love it. The price is significantly lower than what you can find for monitor wall mounts in the retail stores (walmart, best buy).I found this to be an easy install and very secure. The swivel is smooth and I can orient my television perfectly. It also has plenty of VESA mount patterns so it will hold just about any TV.""";5.0;Good Price, Great Quality;1332979200;03 29, 2012;;
A2WKK2DO16AX95;972683275;Stewart Peterson;[0, 0];works great and goes up easy. Cant beat the price. Like how you can swivel the tv to different positions;5.0;easy;1377820800;08 30, 2013;;
A2WXQ8Y5SHCWCY;972683275;Ray Keziah;[0, 0];"Santa brought me a 47&#34; Vizio Smart 3D TV (M3D470KDE) for Christmas and I came to Amazon looking for a reasonably priced wall mount for it. After reading the reviews and the specs of this wall mount, I made the purchase. I got the free shipping and it arrived sooner than I expected, which is always good.It took me around 30 minutes to install this mount from opening the box to plugging everything back in. It has plenty of adjustments, articulates as expected, and holds this TV fully extended without issues. I recommend using a stud finder and drilling pilot holes for the stud screws and using a good ratchet & socket to drive the wood screw into the stud. I'm glad there  is only one stud to find and only two holes that need to be drilled, which makes it easy for anyone. lolAll in all, I'm very happy I got this wall mount instead of a more expensive one that does the same job.";5.0;Can't Beat the Price and It just Works!!;1357516800;01 7, 2013;;
A2WZ2FO4LNOBLD;972683275;iamltb;[0, 2];This bracket does not fit the tv, as it says it did in the product description.  Very disappointed in the product. Had to return it and pay for the shipping cost, which wasn't cheap, due to weight of bracket.  Don't waste your money on this!;1.0;Not a fit!;1344124800;08 5, 2012;;
A2WZWY5MQTXO0R;972683275;Home in NJ;[0, 0];Ordered this for a 32 inch TV. Was easy to install, all parts are included and about $100 less that at department store. Great product.;5.0;Works fantastic;1332028800;03 18, 2012;;
A2X1JGIN31F8WP;972683275;O. Yudich;[1, 1];Very good price and very good quality. I made big mistake before when I paid 3 time more for almost same product in a local store and quality was sucks. Buy it, you will like it and nobody can not beat the price;5.0;I'm happy;1287792000;10 23, 2010;;
A2X2ZMSYYCL1A1;972683275;Mariano Azcarraga;[0, 0];"Very good and very simple to install, but if you don&#8217;t pressure enough one of the screws it does not balances well in to the wall, so be very Shure to have it done by an expert or someone that does it very well";4.0;very good but...;1378080000;09 2, 2013;;
A2X837PZUYO9SP;972683275;Ryan;[0, 0];This was easy to install and does the job.  It extends the way it is supposed to allowing multiple areas of viewing.;5.0;Simple but good;1365379200;04 8, 2013;;
A2XKV52LF7ERZL;972683275;"M. L. McCullah \M. L.\""""";[0, 0];"I purchased this for a 24\ Sony TV. The instructions are clear, and easy to follow. There are many sizes of screws provided to ensure that your TV will have the necessary hardware. The arm articulation is smooth horizontally. However, if you want to angle the tv you have to loosen a nut, so if you typicall change the angle of the screen often, you could get frustrated. If you are looking for an easy TV wall mount this is one.""";5.0;Easy setup!;1312761600;08 8, 2011;;
A2XMZYI3B3PDHP;972683275;"Stephanie \Stephanie\""""";[0, 2];The instructions clearly say to hire a professional installer but who does that?  There are six mounting holes and only the two middle holes fit in the joist, at least in our house.  The other four screws went crooked because they rubbed the joists sides.  Maybe center it so at least four holes cover the joist and the other two use the anchors?  I just hope this thing holds!  The arm itself seems like it's straining a little, even though our TV is well within the weight limit - hope that part holds too!  I give it three stars but really it could go either way.;3.0;Installing this mount was a train wreck.;1327708800;01 28, 2012;;
A2XPU8EMY19NBQ;972683275;Amazon Bob Shopper;[0, 1];"I used this mount on a 32\ flat screen and it worked well.  I don't think I would use it on any larger TVs than a 32\"".""";3.0;Works well for the price.;1315008000;09 3, 2011;;
